"","shipmode","Segment","Region","City","Total_sales","Total_profit","Total_Disc"
"430","Same Day","Consumer","South","Tampa",1142.165,89.4226,1.1
"431","Same Day","Consumer","South","Wilmington",310.688,108.7408,0.2
"432","Same Day","Consumer","West","Anaheim",1937.924,272.3826,1.2
"433","Same Day","Consumer","West","Chula Vista",192.8,55.912,0
"434","Same Day","Consumer","West","Concord",61.12,22.156,0.2
"435","Same Day","Consumer","West","Glendale",986.214,102.2056,1.1
"436","Same Day","Consumer","West","Los Angeles",882.29,126.548,0.6
"437","Same Day","Consumer","West","Murray",97.918,13.8308,0.2
"438","Same Day","Consumer","West","Oceanside",204.6,53.196,0
"439","Same Day","Consumer","West","Peoria",67.86,-45.24,0.7
"440","Same Day","Consumer","West","Phoenix",8.226,-6.0324,0.7
"441","Same Day","Consumer","West","Pomona",31.56,10.4148,0
"442","Same Day","Consumer","West","Pueblo",36.252,-24.9072,1.4
"443","Same Day","Consumer","West","Redlands",2686.751,394.2459,0.75
"444","Same Day","Consumer","West","San Diego",166.44,79.8912,0
"445","Same Day","Consumer","West","San Francisco",4236.204,1359.8861,1
"446","Same Day","Consumer","West","Santa Ana",1564.25,595.4066,0.2
"447","Same Day","Consumer","West","Seattle",3574.97,968.8718,1.2
"448","Same Day","Consumer","West","Spokane",263.78,32.8302,0
"449","Same Day","Consumer","West","Tempe",3.366,-2.244,0.7
"450","Same Day","Consumer","West","Thornton",447.944,89.5888,0.2
"451","Same Day","Corporate","Central","Beaumont",12.768,0.9576,0.2
"452","Same Day","Corporate","Central","Detroit",542.178,163.9204,0.1
"453","Same Day","Corporate","Central","Fremont",750.68,37.534,0
"454","Same Day","Corporate","Central","Garden City",33.29,7.9896,0
"455","Same Day","Corporate","Central","Mesquite",0.876,-1.4016,0.8
"456","Same Day","Corporate","Central","Milwaukee",143.48,41.7572,0
"457","Same Day","Corporate","Central","San Antonio",210.392,-336.6272,0.8
"458","Same Day","Corporate","Central","Trenton",41.28,19.8144,0
"459","Same Day","Corporate","Central","Waco",0.556,-0.9452,0.8
"460","Same Day","Corporate","East","Clinton",89.82,25.1496,0
"461","Same Day","Corporate","East","Columbia",2017.32,438.408,0
"462","Same Day","Corporate","East","Columbus",2913.664,-508.4801,2
"463","Same Day","Corporate","East","Fairfield",795.408,59.6556,0.2
"464","Same Day","Corporate","East","Franklin",40.29,10.4754,0
"465","Same Day","Corporate","East","Lawrence",829.83,241.1094,0
"466","Same Day","Corporate","East","Lorain",402.645,62.4591,0.9
"467","Same Day","Corporate","East","Manchester",1179.27,311.3476,0
"468","Same Day","Corporate","East","New York City",7828.317,2971.1877,0.2
"469","Same Day","Corporate","East","Newark",744.338,-118.5285,2.3
"470","Same Day","Corporate","East","Philadelphia",1887.639,-50.5716,2.2
"471","Same Day","Corporate","East","Rochester",756.8,75.68,0
"472","Same Day","Corporate","South","Burlington",8797.444,-4024.847,1.1
"473","Same Day","Corporate","South","Coral Springs",111.904,8.0564,0.8
"474","Same Day","Corporate","South","Henderson",158.71,50.7928,0
"475","Same Day","Corporate","South","Southaven",839.25,336.785,0
"476","Same Day","Corporate","West","Albuquerque",255.85,112.574,0
"477","Same Day","Corporate","West","Anaheim",1293.488,80.843,0.2
"478","Same Day","Corporate","West","Billings",8.288,2.6936,0.2
"479","Same Day","Corporate","West","Chandler",83.88,29.358,0.2
"480","Same Day","Corporate","West","Denver",582.336,-29.1168,0.2
"481","Same Day","Corporate","West","Huntington Beach",2399.96,839.986,0.2
"482","Same Day","Corporate","West","Los Angeles",1279.438,121.586,1.4
"483","Same Day","Corporate","West","Riverside",1098.648,110.985,0.2
"484","Same Day","Corporate","West","San Diego",926.44,-21.1696,0.2
"485","Same Day","Corporate","West","San Francisco",5281.158,550.8353,1
"486","Same Day","Corporate","West","Seattle",598.16,149.1876,0
"487","Same Day","Corporate","West","Yuma",185.528,48.7011,0.2
"488","Same Day","Home Office","Central","Aurora",811.434,-241.5006,2.1
"489","Same Day","Home Office","Central","Bryan",65.84,-34.463,2.6
"490","Same Day","Home Office","Central","Chicago",1358.866,344.8139,1.6
"491","Same Day","Home Office","Central","Dallas",10.272,3.21,0.2
"492","Same Day","Home Office","Central","Fremont",15.92,7.0048,0
"493","Same Day","Home Office","Central","Lawrence",10.74,5.1552,0
"494","Same Day","Home Office","Central","Muskogee",1702.03,437.2856,0
"495","Same Day","Home Office","Central","Omaha",34.5,15.525,0
"496","Same Day","Home Office","Central","Roseville",547.97,229.0057,0
"497","Same Day","Home Office","East","Cleveland",20.736,7.2576,0.2
"498","Same Day","Home Office","East","Mentor",693.13,-123.2742,1.5
"499","Same Day","Home Office","East","New York City",1446.164,425.0865,1
"500","Same Day","Home Office","East","Philadelphia",41.082,8.0832,1.1
"501","Same Day","Home Office","East","Quincy",85.3,14.501,0
"502","Same Day","Home Office","East","Toledo",663.936,82.992,0.2
"503","Same Day","Home Office","South","Jacksonville",255.968,31.996,0.2
"504","Same Day","Home Office","South","Jonesboro",117.62,58.4284,0
"505","Same Day","Home Office","South","Marietta",259.29,78.2361,0
"506","Same Day","Home Office","South","Monroe",7.968,2.6892,0.2
"507","Same Day","Home Office","South","Newport News",261.1,112.123,0
"508","Same Day","Home Office","South","Smyrna",2075.51,688.7151,0
"509","Same Day","Home Office","West","Glendale",972.08,76.7596,1.2
"510","Same Day","Home Office","West","Long Beach",2089.412,273.873,0.2
"511","Same Day","Home Office","West","Los Angeles",1388.309,273.9028,0.35
"512","Same Day","Home Office","West","Louisville",230.088,14.3805,0.4
"513","Same Day","Home Office","West","Manteca",137.632,21.2518,0.2
"514","Same Day","Home Office","West","Oxnard",1215.72,258.4088,0
"515","Same Day","Home Office","West","Reno",475.944,59.493,0.2
"516","Same Day","Home Office","West","Riverside",7.8,2.106,0
"517","Same Day","Home Office","West","San Francisco",697.286,111.9638,0.35
"518","Same Day","Home Office","West","Seattle",4641.804,1016.2003,1
"519","Same Day","Home Office","West","Tucson",259.136,-25.9136,0.2
"520","Same Day","Home Office","West","Yuma",44.856,-35.8848,0.7
"521","Second Class","Consumer","Central","Aberdeen",25.5,6.63,0
"522","Second Class","Consumer","Central","Aurora",268.935,-209.7693,0.5
"523","Second Class","Consumer","Central","Beaumont",459.348,58.1588,1.8
"524","Second Class","Consumer","Central","Bloomington",134.85,37.758,0
"525","Second Class","Consumer","Central","Brownsville",1.744,-0.3488,0.2
"526","Second Class","Consumer","Central","Carrollton",1538.64,52.9597,1.4
"527","Second Class","Consumer","Central","Chicago",5043.393,-1408.229,14.1
"528","Second Class","Consumer","Central","College Station",57.984,-64.352,1
"529","Second Class","Consumer","Central","Columbia",535.27,106.7911,0
"530","Second Class","Consumer","Central","Columbus",2.91,1.3677,0
"531","Second Class","Consumer","Central","Dallas",2695.388,-506.7366,5.64
"532","Second Class","Consumer","Central","Dearborn Heights",770.61,50.8443,0
"533","Second Class","Consumer","Central","Decatur",479.952,89.991,0.2
"534","Second Class","Consumer","Central","Detroit",1300.94,426.3641,0
"535","Second Class","Consumer","Central","El Paso",1322.75,-151.3382,1.5
"536","Second Class","Consumer","Central","Elkhart",171.43,16.6721,0
"537","Second Class","Consumer","Central","Evanston",270.271,-69.2049,0.5
"538","Second Class","Consumer","Central","Fargo",891.53,216.5907,0
"539","Second Class","Consumer","Central","Fremont",33.9,15.594,0
"540","Second Class","Consumer","Central","Frisco",30.336,-17.4432,0.6
"541","Second Class","Consumer","Central","Glenview",158.376,13.8579,0.2
"542","Second Class","Consumer","Central","Grand Island",15.96,7.98,0
"543","Second Class","Consumer","Central","Holland",7.5,3.6,0
"544","Second Class","Consumer","Central","Houston",7470.3036,-1235.6933,13.92
"545","Second Class","Consumer","Central","Indianapolis",215.18,19.7204,0
"546","Second Class","Consumer","Central","Irving",219.84,79.692,0.2
"547","Second Class","Consumer","Central","Jackson",5821.75,2610.8569,0
"548","Second Class","Consumer","Central","Keller",6,2.1,0.2
"549","Second Class","Consumer","Central","La Crosse",56.82,28.41,0
"550","Second Class","Consumer","Central","Lafayette",81.4,21.164,0
"551","Second Class","Consumer","Central","Lawrence",663.45,253.9112,0
"552","Second Class","Consumer","Central","League City",321.202,-26.7895,0.5
"553","Second Class","Consumer","Central","Marion",136.2,59.8757,0
"554","Second Class","Consumer","Central","Minneapolis",99.26,38.9066,0
"555","Second Class","Consumer","Central","Naperville",850.267,-92.6059,1.3
"556","Second Class","Consumer","Central","Noblesville",412.24,112.2084,0
"557","Second Class","Consumer","Central","Richmond",11.36,5.5664,0
"558","Second Class","Consumer","Central","Rochester",23.92,11.7208,0
"559","Second Class","Consumer","Central","Romeoville",8.952,-14.7708,0.8
"560","Second Class","Consumer","Central","Saint Charles",30.344,-31.8612,0.6
"561","Second Class","Consumer","Central","Saint Louis",111.79,43.5981,0
"562","Second Class","Consumer","Central","San Angelo",345.324,-49.83,1.4
"563","Second Class","Consumer","Central","San Antonio",1447.952,-66.9319,2.2
"564","Second Class","Consumer","Central","South Bend",1238.33,279.5512,0
"565","Second Class","Consumer","Central","Springfield",931.52,162.2059,0
"566","Second Class","Consumer","Central","Taylor",301.96,33.2156,0
"567","Second Class","Consumer","Central","Tulsa",1289.01,353.7357,0
"568","Second Class","Consumer","Central","Tyler",51.184,-79.3352,0.8
"569","Second Class","Consumer","Central","Waco",251.112,-426.274,1
"570","Second Class","Consumer","Central","Westland",211.96,8.4784,0
"571","Second Class","Consumer","East","Akron",214.872,-9.6348,2.2
"572","Second Class","Consumer","East","Auburn",590.39,129.6733,0
"573","Second Class","Consumer","East","Baltimore",595.82,149.4714,0
"574","Second Class","Consumer","East","Bowling Green",469.398,55.5471,0.8
"575","Second Class","Consumer","East","Buffalo",82.74,36.7048,0
"576","Second Class","Consumer","East","Burlington",715.2,178.8,0
"577","Second Class","Consumer","East","Cincinnati",130.568,36.9162,0.4
"578","Second Class","Consumer","East","Cleveland",1449.146,-506.447,3.1
"579","Second Class","Consumer","East","Columbus",2162.002,56.6855,5.9
"580","Second Class","Consumer","East","Cranston",2116.506,472.0844,0.3
"581","Second Class","Consumer","East","Cuyahoga Falls",2.214,-1.476,0.7
"582","Second Class","Consumer","East","Dublin",503.872,109.7832,0.4
"583","Second Class","Consumer","East","Everett",1312.38,449.205,0
"584","Second Class","Consumer","East","Fairfield",1812.478,457.6436,1.3
"585","Second Class","Consumer","East","Franklin",1517.049,335.3556,0.3
"586","Second Class","Consumer","East","Freeport",17.248,6.0368,0.2
"587","Second Class","Consumer","East","Grove City",123.588,13.1952,1.1
"588","Second Class","Consumer","East","Hagerstown",43.8,20.586,0
"589","Second Class","Consumer","East","Kent",242.334,-28.1955,1
"590","Second Class","Consumer","East","Lancaster",917.664,13.6296,0.8
"591","Second Class","Consumer","East","Lawrence",601.44,255.429,0
"592","Second Class","Consumer","East","Long Beach",107.422,49.5096,0.2
"593","Second Class","Consumer","East","Meriden",237.64,113.8064,0
"594","Second Class","Consumer","East","Morristown",2643.06,739.5186,0
"595","Second Class","Consumer","East","Nashua",14.82,6.9654,0
"596","Second Class","Consumer","East","New York City",23179.916,4776.3809,4.2
"597","Second Class","Consumer","East","Newark",459.402,2.4113,0.7
"598","Second Class","Consumer","East","Oceanside",1206.02,84.4518,0
"599","Second Class","Consumer","East","Paterson",475.86,175.7344,0
"600","Second Class","Consumer","East","Perth Amboy",286.79,74.5654,0
"601","Second Class","Consumer","East","Philadelphia",14926.234,-2129.5796,15.4
"602","Second Class","Consumer","East","Providence",69.66,31.347,0
"603","Second Class","Consumer","East","Quincy",549.775,165.8769,0.3
"604","Second Class","Consumer","East","Reading",312.776,-27.5138,0.4
"605","Second Class","Consumer","East","Rochester",274.712,-2.1915,0.6
"606","Second Class","Consumer","East","Rockville",26.82,12.9474,0
"607","Second Class","Consumer","East","Springfield",310.632,-57.2509,0.4
"608","Second Class","Consumer","East","Toledo",53.696,-5.748,0.4
"609","Second Class","Consumer","East","Troy",1083.09,-233.4981,0.4
"610","Second Class","Consumer","East","Vineland",153.41,57.7628,0
"611","Second Class","Consumer","East","Wilmington",420.64,142.1284,0
"612","Second Class","Consumer","East","Woonsocket",52.96,20.1248,0
"613","Second Class","Consumer","East","Yonkers",705.562,261.1901,0.2
"614","Second Class","Consumer","South","Alexandria",81.2,12.18,0
"615","Second Class","Consumer","South","Arlington",9108.31,2936.6462,0
"616","Second Class","Consumer","South","Atlanta",594.22,158.5742,0
"617","Second Class","Consumer","South","Auburn",498.93,244.2543,0
"618","Second Class","Consumer","South","Boca Raton",4.608,1.6704,0.2
"619","Second Class","Consumer","South","Clarksville",1635.018,-1053.36,0.9
"620","Second Class","Consumer","South","Columbia",1260.55,154.2668,0.2
"621","Second Class","Consumer","South","Columbus",979.89,255.7053,0
"622","Second Class","Consumer","South","Concord",4297.644,-1862.3124,0.4
"623","Second Class","Consumer","South","Fayetteville",1559.296,106.5931,2.5
"624","Second Class","Consumer","South","Florence",2912.36,469.9555,0
"625","Second Class","Consumer","South","Fort Lauderdale",7.764,-5.176,0.7
"626","Second Class","Consumer","South","Georgetown",1494.68,323.7236,0
"627","Second Class","Consumer","South","Hampton",1041.91,280.8992,0
"628","Second Class","Consumer","South","Harrisonburg",1441.3,245.021,0
"629","Second Class","Consumer","South","Henderson",1897.67,445.112,0
"630","Second Class","Consumer","South","Hialeah",36.364,0.5436,0.9
"631","Second Class","Consumer","South","Hollywood",42.016,12.2176,0.4
"632","Second Class","Consumer","South","Jackson",1039.014,251.2645,0.6
"633","Second Class","Consumer","South","Jacksonville",457.192,22.4124,2.3
"634","Second Class","Consumer","South","Johnson City",228.586,-45.4718,1.3
"635","Second Class","Consumer","South","Jupiter",2.064,0.1548,0.2
"636","Second Class","Consumer","South","Knoxville",131.104,21.1644,0.6
"637","Second Class","Consumer","South","Lafayette",276.28,61.5216,0
"638","Second Class","Consumer","South","Lake Charles",69.9,21.6012,0
"639","Second Class","Consumer","South","Lakeland",479.984,89.997,0.2
"640","Second Class","Consumer","South","Little Rock",140.52,67.5444,0
"641","Second Class","Consumer","South","Louisville",2215.07,580.5714,0
"642","Second Class","Consumer","South","Macon",58.72,27.0112,0
"643","Second Class","Consumer","South","Memphis",944.77,-145.5356,1
"644","Second Class","Consumer","South","Miami",1725.3145,-215.1026,2.75
"645","Second Class","Consumer","South","Montgomery",1002.7,285.761,0
"646","Second Class","Consumer","South","Mount Pleasant",545.94,87.3504,0
"647","Second Class","Consumer","South","North Charleston",269.49,5.3898,0
"648","Second Class","Consumer","South","North Miami",7.632,-1.8126,0.2
"649","Second Class","Consumer","South","Pine Bluff",212.91,70.2048,0
"650","Second Class","Consumer","South","Port Orange",7.824,2.934,0.2
"651","Second Class","Consumer","South","Port Saint Lucie",14.336,0.896,0.2
"652","Second Class","Consumer","South","Raleigh",199.456,13.8484,0.4
"653","Second Class","Consumer","South","Richmond",2742.85,927.4175,0
"654","Second Class","Consumer","South","Salem",27.86,9.1938,0
"655","Second Class","Consumer","South","Sandy Springs",1302.83,301.0897,0
"656","Second Class","Consumer","South","Springfield",1030.46,281.3876,0
"657","Second Class","Consumer","South","Tallahassee",4590.344,358.546,1
"658","Second Class","Consumer","South","Tampa",645.976,16.3357,1.4
"659","Second Class","Consumer","South","Waynesboro",425.67,98.9298,0
"660","Second Class","Consumer","South","Wilmington",35.728,8.6932,0.4
"661","Second Class","Consumer","West","Albuquerque",57.266,2.2953,0.2
"662","Second Class","Consumer","West","Aurora",824.224,-250.2875,2.7
"663","Second Class","Consumer","West","Avondale",796.576,89.1836,0.8
"664","Second Class","Consumer","West","Bakersfield",195.466,-13.7976,0.15
"665","Second Class","Consumer","West","Bellingham",2690.74,247.7558,0.2
"666","Second Class","Consumer","West","Chico",54.17,24.4443,0
"667","Second Class","Consumer","West","Concord",239.666,14.098,0.15
"668","Second Class","Consumer","West","Des Moines",2328.27,757.9986,0.4
"669","Second Class","Consumer","West","Encinitas",286.485,61.2374,0.35
"670","Second Class","Consumer","West","Escondido",53.94,15.6426,0
"671","Second Class","Consumer","West","Farmington",12.88,0.3864,0
"672","Second Class","Consumer","West","Fort Collins",594,-27.5438,1.1
"673","Second Class","Consumer","West","Fresno",5680.3205,371.0725,1.35
"674","Second Class","Consumer","West","Kent",91.416,18.3282,0.2
"675","Second Class","Consumer","West","Lakewood",94.2,39.564,0
"676","Second Class","Consumer","West","Lancaster",17.456,5.8914,0.2
"677","Second Class","Consumer","West","Las Cruces",49.12,23.0864,0
"678","Second Class","Consumer","West","Las Vegas",106.88,41.5872,0
"679","Second Class","Consumer","West","Layton",4.96,2.3312,0
"680","Second Class","Consumer","West","Littleton",72.294,-98.8018,0.7
"681","Second Class","Consumer","West","Long Beach",520.74,171.3924,0
"682","Second Class","Consumer","West","Longview",119.21,38.8983,0
"683","Second Class","Consumer","West","Los Angeles",16055.034,4452.9554,6.1
"684","Second Class","Consumer","West","Louisville",1349.084,45.5604,1.3
"685","Second Class","Consumer","West","Mesa",1549.326,-368.0308,3.1
"686","Second Class","Consumer","West","Mission Viejo",356.65,98.504,0
"687","Second Class","Consumer","West","North Las Vegas",1669.6,116.872,0
"688","Second Class","Consumer","West","Oakland",30.72,9.5754,0
"689","Second Class","Consumer","West","Olympia",1020.448,139.6269,0.4
"690","Second Class","Consumer","West","Oxnard",82.95,29.0325,0
"691","Second Class","Consumer","West","Pasadena",183.38,64.6962,0.2
"692","Second Class","Consumer","West","Phoenix",49.896,5.0589,1.1
"693","Second Class","Consumer","West","Pleasant Grove",2126.034,576.5563,0.4
"694","Second Class","Consumer","West","Pocatello",530.416,115.3487,0.4
"695","Second Class","Consumer","West","Pomona",18.75,9,0
"696","Second Class","Consumer","West","Portland",466.656,54.126,0.6
"697","Second Class","Consumer","West","Rancho Cucamonga",152.94,41.2938,0
"698","Second Class","Consumer","West","Sacramento",120.712,-18.1068,0.2
"699","Second Class","Consumer","West","Salem",29.304,2.5641,0.2
"700","Second Class","Consumer","West","Salt Lake City",295.056,106.9578,0.2
"701","Second Class","Consumer","West","San Diego",9157.69,1301.2788,1.4
"702","Second Class","Consumer","West","San Francisco",18195.13,1557.7503,3.35
"703","Second Class","Consumer","West","San Jose",344.018,100.4089,0.2
"704","Second Class","Consumer","West","Scottsdale",271.992,23.7993,0.2
"705","Second Class","Consumer","West","Seattle",9120.542,1544.4568,2.8
"706","Second Class","Consumer","West","Sparks",79.36,23.808,0
"707","Second Class","Consumer","West","Springfield",356.706,-155.7072,0.9
"708","Second Class","Consumer","West","Stockton",164.16,59.6468,0.4
"709","Second Class","Consumer","West","Thornton",306.36,50.2934,1.6
"710","Second Class","Consumer","West","Tucson",35.12,13.17,0.2
"711","Second Class","Consumer","West","Vacaville",423.28,110.0528,0
"712","Second Class","Consumer","West","Vallejo",46.688,20.3536,0.2
"713","Second Class","Consumer","West","West Jordan",55.5,9.99,0
"714","Second Class","Consumer","West","Westminster",243.16,72.948,0
"715","Second Class","Corporate","Central","Amarillo",19.648,6.6312,0.2
"716","Second Class","Corporate","Central","Ann Arbor",736.473,152.5158,0.1
"717","Second Class","Corporate","Central","Arlington",911.256,111.5262,0.4
"718","Second Class","Corporate","Central","Aurora",437.036,-202.5053,2.9
"719","Second Class","Corporate","Central","Canton",316.32,149.2776,0
"720","Second Class","Corporate","Central","Chicago",904.213,-52.2907,6.5
"721","Second Class","Corporate","Central","Corpus Christi",31.408,-19.627,1.8
"722","Second Class","Corporate","Central","Dallas",1062.376,138.1346,1.2
"723","Second Class","Corporate","Central","Decatur",433.56,78.5007,0.4
"724","Second Class","Corporate","Central","Des Moines",445.4,129.1592,0
"725","Second Class","Corporate","Central","Detroit",4613.84,1231.5787,0
"726","Second Class","Corporate","Central","El Paso",95.976,-10.7973,0.2
"727","Second Class","Corporate","Central","Houston",9650.566,-785.8461,8.72
"728","Second Class","Corporate","Central","Indianapolis",4472.32,1372.366,0
"729","Second Class","Corporate","Central","Iowa City",9.99,4.4955,0
"730","Second Class","Corporate","Central","La Porte",383.14,163.172,0
"731","Second Class","Corporate","Central","Laredo",609.614,63.2508,1.6
"732","Second Class","Corporate","Central","Mansfield",41.472,14.5152,0.2
"733","Second Class","Corporate","Central","Mcallen",544.41,22.2872,3.1
"734","Second Class","Corporate","Central","Milwaukee",2396.08,644.1993,0
"735","Second Class","Corporate","Central","Minneapolis",67.15,16.7875,0
"736","Second Class","Corporate","Central","Omaha",143.72,68.1676,0
"737","Second Class","Corporate","Central","Pasadena",20.64,2.322,0.2
"738","Second Class","Corporate","Central","Peoria",12.462,-20.5623,0.8
"739","Second Class","Corporate","Central","Port Arthur",697.8208,92.9328,0.72
"740","Second Class","Corporate","Central","Richmond",891.5,290.431,0
"741","Second Class","Corporate","Central","Rockford",189.712,41.6096,1
"742","Second Class","Corporate","Central","Round Rock",341.96,-427.45,0.6
"743","Second Class","Corporate","Central","Saint Louis",25.92,12.4416,0
"744","Second Class","Corporate","Central","Saint Paul",114.95,2.299,0
"745","Second Class","Corporate","Central","San Antonio",80.88,-17.0556,0.8
"746","Second Class","Corporate","Central","San Marcos",108.444,-19.3413,1.2
"747","Second Class","Corporate","Central","Springfield",4619.33,206.6524,0
"748","Second Class","Corporate","Central","Taylor",41.9,8.799,0
"749","Second Class","Corporate","Central","West Allis",250.48,28.3708,0
"750","Second Class","Corporate","East","Atlantic City",23.36,11.68,0
"751","Second Class","Corporate","East","Auburn",46.96,22.5408,0
"752","Second Class","Corporate","East","Baltimore",207.76,85.1816,0
"753","Second Class","Corporate","East","Bethlehem",132.94,-12.5528,0.5
"754","Second Class","Corporate","East","Buffalo",198.55,43.198,0
"755","Second Class","Corporate","East","Clinton",272.97,43.6752,0
"756","Second Class","Corporate","East","Columbia",3013.78,991.3618,0
"757","Second Class","Corporate","East","Columbus",387.6,-81.3874,0.4
"758","Second Class","Corporate","East","Concord",540.26,128.646,0
"759","Second Class","Corporate","East","Dover",423.62,123.7914,0
"760","Second Class","Corporate","East","Dublin",1048.35,-69.89,0.4
"761","Second Class","Corporate","East","Elyria",1.824,-1.3984,0.7
"762","Second Class","Corporate","East","Fairfield",13.05,6.003,0
"763","Second Class","Corporate","East","Lakewood",264.92,36.5278,0
"764","Second Class","Corporate","East","Long Beach",34.38,10.7595,0
"765","Second Class","Corporate","East","Lorain",1421.664,-734.5264,0.4
"766","Second Class","Corporate","East","Lowell",2409.89,592.109,0
"767","Second Class","Corporate","East","Marion",116.832,33.5892,0.2
"768","Second Class","Corporate","East","Meriden",1217.38,318.929,0
"769","Second Class","Corporate","East","New York City",9533.882,1726.8705,3.1
"770","Second Class","Corporate","East","Newark",1198.178,64.1586,0.7
"771","Second Class","Corporate","East","Orange",5.76,2.8224,0
"772","Second Class","Corporate","East","Paterson",345.26,154.4214,0
"773","Second Class","Corporate","East","Philadelphia",8215.22,-2022.7981,11.1
"774","Second Class","Corporate","East","Providence",916.14,85.5834,0
"775","Second Class","Corporate","East","Reading",545.928,-242.7512,0.7
"776","Second Class","Corporate","East","Toledo",32.648,5.103,0.4
"777","Second Class","Corporate","East","Troy",756.244,-246.4631,0.9
"778","Second Class","Corporate","East","Warwick",2314.88,1008.9352,0
"779","Second Class","Corporate","East","Watertown",1669.848,221.7396,0.2
"780","Second Class","Corporate","East","Wilmington",77.55,21.714,0
"781","Second Class","Corporate","South","Alexandria",4251.92,112.2737,0
"782","Second Class","Corporate","South","Asheville",26.88,-11.7864,0.9
"783","Second Class","Corporate","South","Atlanta",3098.61,1488.0236,0
"784","Second Class","Corporate","South","Bossier City",1287.26,326.5672,0
"785","Second Class","Corporate","South","Cary",66.616,7.8182,0.4
"786","Second Class","Corporate","South","Charlotte",1106.924,-322.8988,0.8
"787","Second Class","Corporate","South","Columbia",1208.56,240.9384,0.2
"788","Second Class","Corporate","South","Columbus",13.58,6.6166,0
"789","Second Class","Corporate","South","Delray Beach",232.624,25.8328,0.4
"790","Second Class","Corporate","South","Durham",140.736,12.3144,0.2
"791","Second Class","Corporate","South","Fayetteville",12.158,-5.0448,0.9
"792","Second Class","Corporate","South","Fort Lauderdale",1158.12,130.2885,0.2
"793","Second Class","Corporate","South","Franklin",82.92,-31.386,1.1
"794","Second Class","Corporate","South","Gulfport",117.81,53.718,0
"795","Second Class","Corporate","South","Henderson",3899.94,1113.8432,0
"796","Second Class","Corporate","South","Hialeah",1015.816,102.0528,0.4
"797","Second Class","Corporate","South","Hoover",22.63,7.6137,0
"798","Second Class","Corporate","South","Huntsville",1319.96,527.984,0
"799","Second Class","Corporate","South","Jacksonville",1259.163,176.6559,2.5
"800","Second Class","Corporate","South","Knoxville",342.24,-25.2552,0.4
"801","Second Class","Corporate","South","Little Rock",1152.87,287.244,0
"802","Second Class","Corporate","South","Louisville",701.96,168.4704,0
"803","Second Class","Corporate","South","Macon",38.88,18.6624,0
"804","Second Class","Corporate","South","Marietta",2673.69,431.2023,0
"805","Second Class","Corporate","South","Miami",10.08,3.528,0.2
"806","Second Class","Corporate","South","Miramar",552.856,34.8962,1.5
"807","Second Class","Corporate","South","Montgomery",2226.96,448.1446,0
"808","Second Class","Corporate","South","Murfreesboro",15.992,0.9995,0.2
"809","Second Class","Corporate","South","Owensboro",25.5,6.63,0
"810","Second Class","Corporate","South","Port Saint Lucie",231.92,5.798,0.2
"811","Second Class","Corporate","South","Richmond",2954.28,942.1683,0
"812","Second Class","Corporate","South","Roswell",1263.8,370.09,0
"813","Second Class","Corporate","South","Springfield",520.03,160.2692,0
"814","Second Class","Corporate","South","Summerville",406.94,196.9132,0
"815","Second Class","Corporate","South","Tamarac",1410.066,-349.3705,1.1
"816","Second Class","Corporate","South","Warner Robins",392.94,43.2234,0
"817","Second Class","Corporate","West","Anaheim",1295.78,310.9872,0
"818","Second Class","Corporate","West","Apple Valley",1295.025,255.237,0.15
"819","Second Class","Corporate","West","Arvada",503.4,59.8556,0.8
"820","Second Class","Corporate","West","Brentwood",382.2,118.7556,0
"821","Second Class","Corporate","West","Concord",1629.712,123.654,0.2
"822","Second Class","Corporate","West","Covington",46.9,13.132,0
"823","Second Class","Corporate","West","Denver",603.434,153.466,1.3
"824","Second Class","Corporate","West","Escondido",17.248,6.0368,0.2
"825","Second Class","Corporate","West","Eugene",1465.032,134.0372,1.2
"826","Second Class","Corporate","West","Glendale",104.696,6.5435,0.2
"827","Second Class","Corporate","West","Inglewood",2971.792,926.335,0.6
"828","Second Class","Corporate","West","Laguna Niguel",74.04,18.8325,0.2
"829","Second Class","Corporate","West","Las Vegas",130.28,64.816,0
"830","Second Class","Corporate","West","Los Angeles",8125.12,879.9872,5
"831","Second Class","Corporate","West","Louisville",9.432,3.0654,0.2
"832","Second Class","Corporate","West","Loveland",1.188,-0.99,0.7
"833","Second Class","Corporate","West","Modesto",52.792,4.6193,0.2
"834","Second Class","Corporate","West","North Las Vegas",134.6,55.312,0
"835","Second Class","Corporate","West","Oakland",75.126,8.7096,0.2
"836","Second Class","Corporate","West","Oceanside",222.032,31.0424,0.6
"837","Second Class","Corporate","West","Peoria",174.304,-5.3644,0.4
"838","Second Class","Corporate","West","Phoenix",365.496,32.4028,0.6
"839","Second Class","Corporate","West","Pleasant Grove",12.144,4.0986,0.2
"840","Second Class","Corporate","West","Provo",1804.084,257.4779,0.6
"841","Second Class","Corporate","West","Sacramento",335.12,41.2868,0.6
"842","Second Class","Corporate","West","Salem",344.92,38.5212,0.6
"843","Second Class","Corporate","West","Salinas",580.634,254.8203,0.6
"844","Second Class","Corporate","West","San Francisco",8432.074,911.6969,1.8
"845","Second Class","Corporate","West","Santa Ana",163.392,27.3252,0.2
"846","Second Class","Corporate","West","Santa Barbara",8.96,4.3904,0
"847","Second Class","Corporate","West","Santa Clara",131.84,48.5204,0.2
"848","Second Class","Corporate","West","Seattle",4385.05,661.7943,1.4
"849","Second Class","Corporate","West","Spokane",719.298,50.5413,0.2
